Id;Location;Address;CreationDate;ReleaseVersion;InstallerId;Status;LastMaintenance;TerminalType;SoftwareVersion;IpAddress;OperatingSystem;SimCard
18158;Miskolc;Kossuth tér 22;2018. 11. 12. 0:00:00;v4.3;12;-;2019. 11. 12. 0:00:00;ATM;Soft 1.0;192.168.24.91;Windows;399171322
18159;Szekszárd;Fő utca 58;2024. 01. 05. 0:00:00;v5.9;12;-;2024. 03. 05. 0:00:00;ATM;Soft 2.7;192.168.0.1;Windows;555268525
18160;Kaba;Kossuth utca 48;2018. 06. 02. 0:00:00;v3.2;18;raktárban;2018. 07. 02. 0:00:00;ATM;Soft 4.6;192.168.7.16;Windows;105263483
18161;Mohács;Dózsa György utca 9;2023. 10. 03. 0:00:00;v7.3;17;raktárban;2025. 02. 03. 0:00:00;ATM;Soft 4.5;192.168.254.44;Windows;765682061
18162;Körmend;Bem utca 56;2020. 12. 24. 0:00:00;v5.2;15;raktárban;2022. 08. 24. 0:00:00;ATM;Soft 2.9;192.168.4.189;Windows;801986812
18163;Körmend;Vasút utca 32;2023. 12. 02. 0:00:00;v8.5;19;-;2024. 11. 02. 0:00:00;ATM;Soft 1.0;192.168.250.135;Windows;101354851
18164;Tapolca;Rózsa utca 82;2023. 07. 07. 0:00:00;v5.4;13;-;2024. 09. 07. 0:00:00;ATM;Soft 2.4;192.168.115.51;Windows;313542291
18165;Körmend;Közép utca 15;2017. 07. 28. 0:00:00;v1.0;13;-;2019. 06. 28. 0:00:00;ATM;Soft 3.9;192.168.93.20;Windows;776126918
18166;Kiskunhalas;Árpád utca 29;2020. 12. 05. 0:00:00;v3.5;12;aktív;2021. 11. 05. 0:00:00;ATM;Soft 3.9;192.168.8.159;Windows;571590577
18167;Komló;Orgona utca 20;2018. 01. 26. 0:00:00;v2.8;18;-;2019. 03. 26. 0:00:00;ATM;Soft 3.1;192.168.77.239;Windows;914591244
18168;Pilisszentiván;Deák Ferenc utca 5;2015. 07. 14. 0:00:00;v5.4;19;-;2016. 12. 14. 0:00:00;ATM;Soft 1.8;192.168.74.226;Windows;267885573
18169;Hajdúszoboszló;Ady Endre utca 78;2017. 02. 03. 0:00:00;v7.1;17;-;2018. 04. 03. 0:00:00;ATM;Soft 3.5;192.168.194.66;Windows;744293062
18170;Fót;Deák Ferenc utca 18;2021. 10. 26. 0:00:00;v2.9;18;aktív;2022. 07. 26. 0:00:00;ATM;Soft 3.6;192.168.106.138;Windows;507009737
18171;Sárbogárd;Rét utca 81;2019. 08. 25. 0:00:00;v7.9;15;-;2019. 09. 25. 0:00:00;ATM;Soft 4.5;192.168.204.136;Windows;515322088
18172;Érd;Szent István utca 33;2018. 06. 24. 0:00:00;v8.2;19;-;2020. 01. 24. 0:00:00;ATM;Soft 4.4;192.168.137.91;Windows;743661835
18173;Orosháza;Kossuth tér 83;2016. 11. 11. 0:00:00;v4.3;18;-;2017. 06. 11. 0:00:00;ATM;Soft 3.8;192.168.194.19;Windows;889951875
18174;Nyírbátor;Rét utca 69;2019. 12. 14. 0:00:00;v8.3;13;-;2021. 04. 14. 0:00:00;ATM;Soft 4.3;192.168.5.83;Windows;918531747
18175;Eger;Honvéd utca 66;2021. 01. 29. 0:00:00;v4.2;13;aktív;2022. 12. 29. 0:00:00;ATM;Soft 3.2;192.168.48.206;Windows;248203816
18176;Gyula;Tavaszmező utca 20;2021. 05. 16. 0:00:00;v5.5;14;-;2023. 02. 16. 0:00:00;ATM;Soft 2.9;192.168.24.115;Windows;669995936
18177;Zalaegerszeg;Hunyadi utca 4;2019. 12. 18. 0:00:00;v8.8;19;-;2020. 12. 18. 0:00:00;ATM;Soft 1.9;192.168.154.235;Windows;451172185
18178;Vecsés;Templom utca 88;2017. 05. 25. 0:00:00;v6.5;18;-;2018. 08. 25. 0:00:00;ATM;Soft 4.3;192.168.123.38;Windows;897806647
18179;Kiskunhalas;Széchenyi utca 99;2021. 11. 12. 0:00:00;v8.5;13;aktív;2023. 06. 12. 0:00:00;ATM;Soft 1.9;192.168.245.25;Windows;431424185
18180;Kiskunfélegyháza;Templom utca 65;2017. 01. 26. 0:00:00;v9.5;18;aktív;2017. 04. 26. 0:00:00;ATM;Soft 1.3;192.168.7.48;Windows;408472418
18181;Kalocsa;Honvéd utca 2;2017. 04. 14. 0:00:00;v8.5;15;-;2019. 02. 14. 0:00:00;ATM;Soft 2.8;192.168.132.135;Windows;234471222
18182;Miskolc;Honvéd utca 61;2018. 09. 12. 0:00:00;v1.9;13;aktív;2019. 03. 12. 0:00:00;ATM;Soft 1.7;192.168.247.184;Windows;438091309
18183;Nagymaros;Tavasz utca 79;2018. 07. 12. 0:00:00;v7.9;16;raktárban;2019. 06. 12. 0:00:00;ATM;Soft 4.4;192.168.196.224;Windows;132429514
18184;Ózd;Honvéd utca 41;2015. 02. 15. 0:00:00;v2.1;18;-;2016. 08. 15. 0:00:00;ATM;Soft 3.9;192.168.125.182;Windows;356334242
18185;Szolnok;Széchenyi utca 9;2019. 07. 07. 0:00:00;v9.0;16;-;2020. 07. 07. 0:00:00;ATM;Soft 3.9;192.168.42.1;Windows;181186907
18186;Hatvan;Petőfi utca 71;2015. 07. 29. 0:00:00;v4.8;16;aktív;2017. 06. 29. 0:00:00;ATM;Soft 3.4;192.168.215.29;Windows;670232261
18187;Gyömrő;Kossuth utca 60;2018. 04. 09. 0:00:00;v4.2;17;aktív;2019. 03. 09. 0:00:00;ATM;Soft 4.4;192.168.88.132;Windows;474042053
18188;Kőszeg;Deák Ferenc utca 52;2022. 04. 03. 0:00:00;v8.2;12;aktív;2022. 05. 03. 0:00:00;ATM;Soft 3.6;192.168.17.127;Windows;676118531
18189;Nagykőrös;Kossuth tér 29;2020. 09. 25. 0:00:00;v6.2;15;aktív;2021. 06. 25. 0:00:00;ATM;Soft 1.4;192.168.234.84;Windows;547596249
18190;Hajdúszoboszló;Béke utca 65;2021. 09. 29. 0:00:00;v5.3;16;-;2023. 07. 29. 0:00:00;ATM;Soft 1.1;192.168.121.200;Windows;636137534
18191;Csongrád;Arany János utca 60;2017. 05. 24. 0:00:00;v4.5;19;aktív;2018. 12. 24. 0:00:00;ATM;Soft 3.4;192.168.40.70;Windows;840035191
18192;Szombathely;Jókai utca 6;2019. 12. 21. 0:00:00;v9.6;15;-;2020. 08. 21. 0:00:00;ATM;Soft 2.6;192.168.98.230;Windows;199533406
18193;Balatonfüred;Templom utca 71;2020. 04. 08. 0:00:00;v1.8;19;aktív;2020. 06. 08. 0:00:00;ATM;Soft 3.2;192.168.195.248;Windows;185453512
18194;Jászberény;Iskola utca 70;2017. 03. 15. 0:00:00;v9.4;15;aktív;2018. 08. 15. 0:00:00;ATM;Soft 2.3;192.168.223.155;Windows;317532548
18195;Hajdúszoboszló;Deák Ferenc utca 29;2017. 02. 23. 0:00:00;v5.2;15;raktárban;2017. 09. 23. 0:00:00;ATM;Soft 4.8;192.168.21.27;Windows;427115594
18196;Pápa;Új utca 77;2019. 05. 11. 0:00:00;v9.2;16;aktív;2020. 12. 11. 0:00:00;ATM;Soft 1.9;192.168.156.38;Windows;759279956
18197;Budakeszi;Iskola utca 38;2019. 04. 14. 0:00:00;v6.8;20;aktív;2020. 12. 14. 0:00:00;ATM;Soft 4.4;192.168.194.111;Windows;800708419
18198;Hatvan;Akácfa utca 83;2020. 07. 08. 0:00:00;v6.6;13;-;2021. 08. 08. 0:00:00;ATM;Soft 1.9;192.168.244.210;Windows;483643017
18199;Kalocsa;Rákóczi utca 44;2021. 05. 17. 0:00:00;v5.6;12;aktív;2022. 10. 17. 0:00:00;ATM;Soft 2.8;192.168.226.99;Windows;356695064
18200;Cegléd;Jókai utca 53;2018. 12. 12. 0:00:00;v1.0;12;-;2019. 04. 12. 0:00:00;ATM;Soft 3.9;192.168.248.168;Windows;363645359
18201;Jászapáti;Kossuth utca 18;2022. 05. 08. 0:00:00;v5.4;17;raktárban;2022. 09. 08. 0:00:00;ATM;Soft 2.8;192.168.99.75;Windows;970685565
18202;Székesfehérvár;Deák Ferenc utca 6;2017. 04. 01. 0:00:00;v7.9;13;aktív;2017. 12. 01. 0:00:00;ATM;Soft 2.9;192.168.6.190;Windows;901133234
18203;Kunszentmiklós;Alkotmány utca 27;2023. 04. 08. 0:00:00;v2.4;20;-;2023. 08. 08. 0:00:00;ATM;Soft 3.0;192.168.140.146;Windows;370281456
18204;Gödöllő;Madách utca 12;2024. 07. 23. 0:00:00;v3.1;12;aktív;2024. 09. 23. 0:00:00;ATM;Soft 4.6;192.168.27.130;Windows;220306345
18205;Szeged;Iskola utca 95;2021. 01. 27. 0:00:00;v1.1;12;raktárban;2022. 05. 27. 0:00:00;ATM;Soft 2.8;192.168.230.107;Windows;717598614
18206;Csömör;Szent István utca 80;2018. 12. 22. 0:00:00;v4.5;17;-;2019. 11. 22. 0:00:00;ATM;Soft 2.3;192.168.54.103;Windows;649373293
18207;Nagymaros;Akácfa utca 81;2015. 02. 08. 0:00:00;v2.1;14;-;2015. 03. 08. 0:00:00;ATM;Soft 2.5;192.168.53.15;Windows;940983645
18208;Makó;Orgona utca 63;2024. 08. 14. 0:00:00;v9.2;16;-;2025. 11. 14. 0:00:00;ATM;Soft 1.8;192.168.71.134;Windows;375189228
18209;Csongrád;Tavaszmező utca 66;2020. 05. 02. 0:00:00;v1.7;13;raktárban;2021. 05. 02. 0:00:00;ATM;Soft 2.3;192.168.218.120;Windows;665306657
18210;Mór;Dózsa György utca 65;2019. 08. 14. 0:00:00;v8.5;15;aktív;2020. 06. 14. 0:00:00;ATM;Soft 1.0;192.168.214.128;Windows;482012177
18211;Jászapáti;Tavaszmező utca 97;2021. 06. 25. 0:00:00;v8.5;16;aktív;2023. 02. 25. 0:00:00;ATM;Soft 3.4;192.168.95.231;Windows;482746426
18212;Gödöllő;Tavaszmező utca 45;2016. 03. 28. 0:00:00;v2.7;16;aktív;2016. 11. 28. 0:00:00;ATM;Soft 2.4;192.168.252.192;Windows;117431509
18213;Lenti;Hunyadi utca 90;2019. 10. 10. 0:00:00;v7.8;12;raktárban;2021. 02. 10. 0:00:00;ATM;Soft 3.3;192.168.132.155;Windows;590714396
18214;Mosonmagyaróvár;Erkel Ferenc utca 76;2016. 10. 12. 0:00:00;v6.2;17;aktív;2017. 07. 12. 0:00:00;ATM;Soft 1.4;192.168.244.252;Windows;909870620
18215;Győr;Erkel Ferenc utca 8;2020. 01. 30. 0:00:00;v4.9;20;-;2021. 08. 30. 0:00:00;ATM;Soft 4.3;192.168.246.18;Windows;749845232
18216;Hatvan;Szőlő utca 76;2022. 01. 05. 0:00:00;v5.9;16;-;2023. 04. 05. 0:00:00;ATM;Soft 2.5;192.168.149.75;Windows;869484276
18217;Balatonfüred;Hunyadi utca 65;2020. 07. 20. 0:00:00;v7.9;16;-;2022. 03. 20. 0:00:00;ATM;Soft 4.0;192.168.148.59;Windows;982638898
18218;Dabas;Gyöngyvirág utca 74;2019. 09. 04. 0:00:00;v7.7;12;raktárban;2021. 06. 04. 0:00:00;ATM;Soft 3.7;192.168.153.104;Windows;119313945
18219;Szeged;Új utca 25;2020. 10. 03. 0:00:00;v5.4;13;aktív;2021. 11. 03. 0:00:00;ATM;Soft 2.7;192.168.38.70;Windows;660620916
18220;Debrecen;Orgona utca 86;2022. 08. 17. 0:00:00;v8.1;16;-;2023. 08. 17. 0:00:00;ATM;Soft 2.8;192.168.232.253;Windows;856460354
18221;Szentgotthárd;Hunyadi utca 96;2024. 08. 04. 0:00:00;v5.0;13;-;2025. 12. 04. 0:00:00;ATM;Soft 4.0;192.168.155.47;Windows;621955375
18222;Székesfehérvár;Petőfi utca 45;2017. 07. 20. 0:00:00;v9.5;13;-;2017. 09. 20. 0:00:00;ATM;Soft 4.5;192.168.5.244;Windows;906019035
18223;Budaörs;Virág utca 52;2021. 03. 08. 0:00:00;v6.3;17;-;2022. 06. 08. 0:00:00;ATM;Soft 3.0;192.168.144.76;Windows;320498531
18224;Szombathely;Ady Endre utca 96;2015. 11. 01. 0:00:00;v5.2;17;aktív;2016. 05. 01. 0:00:00;ATM;Soft 1.4;192.168.12.34;Windows;858196140
18225;Salgótarján;Hegyalja utca 78;2024. 10. 12. 0:00:00;v6.9;12;-;2025. 12. 12. 0:00:00;ATM;Soft 3.2;192.168.34.75;Windows;444760398
18226;Komárom;Mátyás király utca 95;2018. 09. 20. 0:00:00;v9.8;20;raktárban;2020. 02. 20. 0:00:00;ATM;Soft 2.0;192.168.24.180;Windows;994466727
18227;Balatonalmádi;Deák Ferenc utca 66;2018. 02. 24. 0:00:00;v5.4;16;raktárban;2019. 09. 24. 0:00:00;ATM;Soft 1.8;192.168.217.182;Windows;442615082
18228;Püspökladány;Bem utca 66;2019. 06. 27. 0:00:00;v9.8;19;-;2019. 10. 27. 0:00:00;ATM;Soft 4.0;192.168.71.183;Windows;546535843
18229;Békéscsaba;Jókai utca 12;2023. 02. 23. 0:00:00;v7.6;14;-;2024. 06. 23. 0:00:00;ATM;Soft 1.6;192.168.235.81;Windows;797276655
18230;Nagykőrös;Alkotmány utca 58;2017. 06. 03. 0:00:00;v8.1;18;raktárban;2018. 08. 03. 0:00:00;ATM;Soft 2.6;192.168.17.8;Windows;267914083
18231;Komárom;Rákóczi tér 83;2022. 08. 08. 0:00:00;v4.3;17;-;2024. 07. 08. 0:00:00;ATM;Soft 2.3;192.168.178.48;Windows;186516543
18232;Zalaegerszeg;Tavasz utca 72;2019. 04. 25. 0:00:00;v6.7;13;aktív;2019. 07. 25. 0:00:00;ATM;Soft 1.9;192.168.148.190;Windows;300752650
18233;Sopron;Széchenyi utca 90;2023. 09. 27. 0:00:00;v5.0;19;aktív;2024. 10. 27. 0:00:00;ATM;Soft 2.3;192.168.210.103;Windows;374490683
18234;Dabas;Zrínyi utca 81;2018. 05. 15. 0:00:00;v5.8;12;-;2019. 09. 15. 0:00:00;ATM;Soft 4.2;192.168.223.212;Windows;172217113
18235;Salgótarján;Munkás utca 7;2015. 12. 30. 0:00:00;v9.2;12;-;2016. 04. 30. 0:00:00;ATM;Soft 1.5;192.168.14.109;Windows;858265096
18236;Nagykőrös;Táncsics Mihály utca 57;2022. 04. 29. 0:00:00;v1.8;12;raktárban;2022. 12. 29. 0:00:00;ATM;Soft 1.4;192.168.76.210;Windows;561471429
18237;Balatonfüred;Gyöngyvirág utca 54;2017. 05. 04. 0:00:00;v8.0;12;aktív;2018. 03. 04. 0:00:00;ATM;Soft 3.9;192.168.116.80;Windows;507453597
18238;Karcag;Deák Ferenc utca 17;2018. 03. 22. 0:00:00;v2.7;20;-;2019. 06. 22. 0:00:00;ATM;Soft 1.6;192.168.28.49;Windows;287124431
18239;Nagykáta;Hegyalja utca 77;2016. 02. 18. 0:00:00;v5.7;14;aktív;2016. 12. 18. 0:00:00;ATM;Soft 3.3;192.168.152.247;Windows;778802581
18240;Miskolc;Deák Ferenc utca 44;2024. 03. 10. 0:00:00;v5.1;15;-;2025. 05. 10. 0:00:00;ATM;Soft 2.6;192.168.34.225;Windows;341136823
18241;Hatvan;Rákóczi tér 88;2019. 08. 25. 0:00:00;v1.4;12;aktív;2020. 10. 25. 0:00:00;ATM;Soft 1.2;192.168.160.154;Windows;487551904
18242;Celldömölk;Kossuth utca 4;2015. 02. 25. 0:00:00;v1.5;15;-;2015. 12. 25. 0:00:00;ATM;Soft 3.5;192.168.49.74;Windows;254769135
18243;Jászapáti;Madách utca 62;2021. 05. 08. 0:00:00;v2.6;14;-;2021. 10. 08. 0:00:00;ATM;Soft 1.3;192.168.136.20;Windows;390585365
18244;Sopron;Virág utca 16;2024. 08. 20. 0:00:00;v1.8;15;aktív;2024. 10. 20. 0:00:00;ATM;Soft 2.3;192.168.140.80;Windows;669721411
18245;Karcag;Hársfa utca 86;2022. 12. 29. 0:00:00;v4.6;13;aktív;2024. 08. 29. 0:00:00;ATM;Soft 2.2;192.168.249.103;Windows;221321303
18246;Tolna;Deák Ferenc utca 23;2019. 07. 05. 0:00:00;v7.5;20;-;2020. 12. 05. 0:00:00;ATM;Soft 2.4;192.168.62.190;Windows;508510131
18247;Kiskunfélegyháza;Templom utca 11;2020. 07. 27. 0:00:00;v4.0;15;aktív;2021. 07. 27. 0:00:00;ATM;Soft 1.7;192.168.86.105;Windows;115092902
18248;Nyírbátor;Munkás utca 47;2022. 04. 15. 0:00:00;v6.1;17;-;2024. 03. 15. 0:00:00;ATM;Soft 4.9;192.168.213.248;Windows;753822460
18249;Pécs;Deák Ferenc utca 92;2016. 07. 18. 0:00:00;v1.6;12;-;2018. 04. 18. 0:00:00;ATM;Soft 2.2;192.168.189.220;Windows;923568684
18250;Pilisszentiván;Rákóczi utca 63;2023. 11. 20. 0:00:00;v6.8;12;aktív;2025. 02. 20. 0:00:00;ATM;Soft 3.0;192.168.59.169;Windows;819084744
18251;Győr;Jókai utca 49;2020. 05. 14. 0:00:00;v9.2;17;-;2021. 08. 14. 0:00:00;ATM;Soft 1.9;192.168.146.236;Windows;667293019
18252;Szekszárd;Béke utca 12;2020. 04. 09. 0:00:00;v7.7;19;raktárban;2021. 09. 09. 0:00:00;ATM;Soft 2.5;192.168.83.236;Windows;380979885
18253;Kunszentmiklós;Virág utca 8;2018. 10. 05. 0:00:00;v4.6;16;aktív;2019. 05. 05. 0:00:00;ATM;Soft 3.9;192.168.104.195;Windows;314501493
18254;Gödöllő;Bem utca 28;2023. 07. 16. 0:00:00;v2.0;20;raktárban;2023. 08. 16. 0:00:00;ATM;Soft 1.7;192.168.136.31;Windows;432845021
18255;Ajka;Madách utca 8;2022. 07. 10. 0:00:00;v6.1;17;aktív;2023. 11. 10. 0:00:00;ATM;Soft 2.6;192.168.144.165;Windows;655578967
18256;Pilisvörösvár;Rózsa utca 35;2016. 06. 17. 0:00:00;v4.7;18;aktív;2017. 04. 17. 0:00:00;ATM;Soft 2.6;192.168.115.106;Windows;456931113
18257;Komárom;Templom utca 29;2022. 07. 09. 0:00:00;v2.5;14;-;2024. 06. 09. 0:00:00;ATM;Soft 1.7;192.168.53.204;Windows;322545836
18258;Baja;Ady Endre utca 56;2016. 04. 07. 0:00:00;v6.7;14;raktárban;2017. 04. 07. 0:00:00;ATM;Soft 1.5;192.168.173.6;Windows;337327389
18259;Tiszafüred;Béke utca 93;2017. 03. 30. 0:00:00;v2.6;15;raktárban;2017. 09. 30. 0:00:00;ATM;Soft 4.6;192.168.99.145;Windows;508658315
18260;Szeged;Táncsics Mihály utca 65;2021. 09. 16. 0:00:00;v7.1;15;-;2022. 02. 16. 0:00:00;ATM;Soft 2.6;192.168.222.36;Windows;125994448
18261;Mór;Hunyadi utca 90;2015. 10. 08. 0:00:00;v4.6;18;-;2017. 08. 08. 0:00:00;ATM;Soft 3.9;192.168.7.247;Windows;601331462
18262;Kalocsa;Kert utca 98;2018. 06. 04. 0:00:00;v5.1;17;aktív;2018. 10. 04. 0:00:00;ATM;Soft 3.8;192.168.216.128;Windows;864397842
18263;Hatvan;Közép utca 8;2018. 08. 11. 0:00:00;v7.0;12;aktív;2018. 12. 11. 0:00:00;ATM;Soft 4.1;192.168.91.209;Windows;367532581
18264;Zirc;Rét utca 50;2018. 01. 06. 0:00:00;v5.6;18;aktív;2018. 05. 06. 0:00:00;ATM;Soft 3.8;192.168.52.28;Windows;258441455
18265;Lenti;Mátyás király utca 89;2015. 07. 30. 0:00:00;v4.0;17;aktív;2016. 08. 30. 0:00:00;ATM;Soft 1.0;192.168.226.89;Windows;282902423
18266;Lőrinci;Szőlő utca 43;2021. 11. 27. 0:00:00;v3.6;16;raktárban;2022. 03. 27. 0:00:00;ATM;Soft 2.7;192.168.163.96;Windows;431452096
18267;Szigetszentmiklós;Hegyalja utca 70;2024. 09. 07. 0:00:00;v8.8;14;aktív;2025. 10. 07. 0:00:00;ATM;Soft 2.5;192.168.61.210;Windows;818032383
18268;Orosháza;Temető utca 76;2021. 12. 16. 0:00:00;v7.6;20;-;2022. 07. 16. 0:00:00;ATM;Soft 3.8;192.168.185.217;Windows;640186671
18269;Sárbogárd;Mátyás király utca 2;2017. 12. 22. 0:00:00;v8.2;18;-;2019. 11. 22. 0:00:00;ATM;Soft 4.7;192.168.214.21;Windows;352886128
18270;Debrecen;Dózsa György utca 67;2020. 10. 08. 0:00:00;v4.1;19;-;2021. 10. 08. 0:00:00;ATM;Soft 2.2;192.168.102.175;Windows;969062127
18271;Szeged;Tavasz utca 11;2020. 08. 06. 0:00:00;v9.9;13;-;2021. 01. 06. 0:00:00;ATM;Soft 2.6;192.168.133.17;Windows;693852892
18272;Tolna;Bartók Béla utca 81;2019. 09. 22. 0:00:00;v5.9;17;aktív;2020. 09. 22. 0:00:00;ATM;Soft 3.8;192.168.153.17;Windows;521460762
18273;Dabas;Sport utca 10;2017. 06. 25. 0:00:00;v3.6;17;-;2019. 03. 25. 0:00:00;ATM;Soft 1.2;192.168.226.64;Windows;862511489
18274;Hajdúszoboszló;Templom utca 10;2022. 02. 23. 0:00:00;v4.1;16;-;2023. 07. 23. 0:00:00;ATM;Soft 1.7;192.168.176.215;Windows;849830937
18275;Törökszentmiklós;Széchenyi utca 48;2019. 03. 24. 0:00:00;v5.5;16;aktív;2020. 02. 24. 0:00:00;ATM;Soft 2.1;192.168.20.9;Windows;441213533
18276;Pilisszentiván;Kert utca 78;2022. 05. 15. 0:00:00;v8.9;14;aktív;2023. 07. 15. 0:00:00;ATM;Soft 1.6;192.168.98.221;Windows;509571154
18277;Dunakeszi;Jázmin utca 75;2018. 04. 12. 0:00:00;v3.4;15;raktárban;2019. 03. 12. 0:00:00;ATM;Soft 1.5;192.168.102.204;Windows;744444817
18278;Jászberény;Honvéd utca 37;2019. 03. 21. 0:00:00;v7.0;18;raktárban;2019. 04. 21. 0:00:00;ATM;Soft 1.0;192.168.238.116;Windows;877408781
18279;Balatonalmádi;Nyár utca 23;2019. 01. 10. 0:00:00;v4.0;17;aktív;2019. 04. 10. 0:00:00;ATM;Soft 1.9;192.168.184.25;Windows;947878705
18280;Bonyhád;Akácfa utca 91;2022. 06. 25. 0:00:00;v9.3;20;aktív;2022. 10. 25. 0:00:00;ATM;Soft 3.4;192.168.59.161;Windows;915040733
18281;Balassagyarmat;Jókai utca 42;2017. 02. 02. 0:00:00;v5.8;19;aktív;2017. 11. 02. 0:00:00;ATM;Soft 3.7;192.168.60.187;Windows;265478474
18282;Orosháza;Szabadság utca 62;2018. 04. 16. 0:00:00;v8.6;14;-;2019. 12. 16. 0:00:00;ATM;Soft 2.0;192.168.30.122;Windows;259219824
18283;Tiszaújváros;Fő utca 70;2017. 03. 27. 0:00:00;v2.9;18;-;2018. 02. 27. 0:00:00;ATM;Soft 3.3;192.168.172.214;Windows;517261570
18284;Budakeszi;Kossuth tér 58;2015. 03. 26. 0:00:00;v8.6;12;-;2016. 08. 26. 0:00:00;ATM;Soft 1.7;192.168.137.52;Windows;701872441
18285;Kalocsa;Árpád utca 8;2015. 02. 11. 0:00:00;v1.3;18;-;2015. 10. 11. 0:00:00;ATM;Soft 2.3;192.168.169.106;Windows;692262530
18286;Baja;Templom utca 71;2020. 09. 02. 0:00:00;v8.9;16;-;2021. 05. 02. 0:00:00;ATM;Soft 4.1;192.168.65.84;Windows;313381784
18287;Gyula;Kert utca 47;2019. 10. 23. 0:00:00;v8.1;12;aktív;2020. 09. 23. 0:00:00;ATM;Soft 2.4;192.168.102.183;Windows;352686255
18288;Kiskunfélegyháza;Arany János utca 16;2021. 03. 05. 0:00:00;v8.9;17;aktív;2021. 07. 05. 0:00:00;ATM;Soft 2.0;192.168.254.125;Windows;882026570
18289;Kalocsa;Zrínyi utca 33;2023. 02. 13. 0:00:00;v2.8;18;-;2024. 11. 13. 0:00:00;ATM;Soft 4.2;192.168.214.198;Windows;629364115
18290;Ajka;Táncsics Mihály utca 19;2023. 02. 15. 0:00:00;v5.3;19;-;2024. 03. 15. 0:00:00;ATM;Soft 3.3;192.168.47.32;Windows;341935824
18291;Hajdúböszörmény;Csokonai utca 7;2024. 10. 19. 0:00:00;v4.4;12;aktív;2026. 08. 19. 0:00:00;ATM;Soft 3.3;192.168.36.149;Windows;355291585
18292;Kalocsa;Kossuth utca 41;2020. 01. 09. 0:00:00;v8.3;19;aktív;2020. 07. 09. 0:00:00;ATM;Soft 2.2;192.168.251.156;Windows;634609505
18293;Celldömölk;Akácfa utca 31;2015. 02. 07. 0:00:00;v3.1;18;-;2016. 12. 07. 0:00:00;ATM;Soft 2.9;192.168.206.220;Windows;921095889
18294;Balassagyarmat;Madách utca 67;2024. 01. 01. 0:00:00;v1.0;14;-;2024. 06. 01. 0:00:00;ATM;Soft 3.8;192.168.40.16;Windows;625213898
18295;Hajdúszoboszló;Bem utca 2;2023. 12. 23. 0:00:00;v5.0;15;aktív;2025. 06. 23. 0:00:00;ATM;Soft 4.3;192.168.157.145;Windows;111345665
18296;Budapest;Munkás utca 36;2016. 01. 03. 0:00:00;v1.6;17;aktív;2017. 10. 03. 0:00:00;ATM;Soft 4.0;192.168.149.129;Windows;226102475
18297;Ráckeve;Deák Ferenc utca 40;2024. 04. 23. 0:00:00;v8.1;20;raktárban;2025. 09. 23. 0:00:00;ATM;Soft 2.4;192.168.232.144;Windows;505912150
18298;Kőszeg;Új utca 14;2020. 07. 15. 0:00:00;v4.0;15;-;2020. 09. 15. 0:00:00;ATM;Soft 1.3;192.168.213.160;Windows;772554353
18299;Tiszaújváros;Tavasz utca 68;2023. 12. 04. 0:00:00;v2.4;15;raktárban;2024. 09. 04. 0:00:00;ATM;Soft 1.0;192.168.97.216;Windows;606699127
18300;Gödöllő;Akácfa utca 29;2022. 02. 24. 0:00:00;v5.4;16;raktárban;2023. 05. 24. 0:00:00;ATM;Soft 4.1;192.168.197.100;Windows;704167917
18301;Dabas;Bartók Béla utca 8;2023. 10. 28. 0:00:00;v1.5;14;aktív;2023. 12. 28. 0:00:00;ATM;Soft 3.5;192.168.10.93;Windows;309955317
18302;Törökszentmiklós;Bartók Béla utca 9;2020. 08. 28. 0:00:00;v5.7;18;-;2022. 04. 28. 0:00:00;ATM;Soft 3.7;192.168.197.79;Windows;915090233
18303;Jászberény;Dózsa György utca 13;2021. 08. 03. 0:00:00;v3.9;16;raktárban;2022. 09. 03. 0:00:00;ATM;Soft 4.2;192.168.74.62;Windows;107329040
18304;Tiszafüred;Hársfa utca 50;2023. 07. 29. 0:00:00;v1.2;15;-;2024. 01. 29. 0:00:00;ATM;Soft 4.3;192.168.138.78;Windows;743589495
18305;Szeged;Közép utca 82;2024. 04. 25. 0:00:00;v4.3;17;raktárban;2024. 07. 25. 0:00:00;ATM;Soft 1.2;192.168.239.236;Windows;359747747
18306;Eger;Tavaszmező utca 71;2020. 09. 20. 0:00:00;v9.7;14;aktív;2021. 08. 20. 0:00:00;ATM;Soft 4.1;192.168.86.181;Windows;672117717
18307;Komló;Templom utca 68;2019. 01. 01. 0:00:00;v7.5;15;aktív;2020. 02. 01. 0:00:00;ATM;Soft 4.8;192.168.178.242;Windows;843106968
18308;Tolna;Vasút utca 90;2021. 04. 17. 0:00:00;v3.5;20;-;2022. 11. 17. 0:00:00;ATM;Soft 1.5;192.168.131.100;Windows;532487619
18309;Mohács;Sport utca 27;2015. 11. 27. 0:00:00;v5.4;14;aktív;2017. 06. 27. 0:00:00;ATM;Soft 4.6;192.168.107.197;Windows;568671603
18310;Kazincbarcika;Jázmin utca 76;2017. 05. 08. 0:00:00;v1.0;17;aktív;2017. 07. 08. 0:00:00;ATM;Soft 4.6;192.168.139.73;Windows;901763479
18311;Zirc;Honvéd utca 83;2018. 12. 26. 0:00:00;v4.1;12;raktárban;2019. 06. 26. 0:00:00;ATM;Soft 4.3;192.168.67.204;Windows;417214744
